found 65.06s of metadata, from 65 payloads, within /Volumes/video/GoPro Import/2018-07-09/HERO5 Black 3/GOPR0403.MP4
19.96, 42.288289, -71.359227, 15.11, 0.51114
20.02, 42.288281, -71.359228, 15.11, -0.27930
20.08, 42.288274, -71.359229, 15.14, 0.23238
20.13, 42.288266, -71.359230, 15.17, 1.57445
20.19, 42.288259, -71.359231, 15.19, 0.42672
20.24, 42.288251, -71.359232, 15.21, -0.38771
20.30, 42.288244, -71.359233, 15.23, 1.24801
20.35, 42.288236, -71.359234, 15.23, 1.23829
20.41, 42.288229, -71.359234, 15.21, 0.63048
20.46, 42.288221, -71.359235, 15.20, -0.10932
20.52, 42.288214, -71.359236, 15.18, 0.72595
20.58, 42.288206, -71.359237, 15.16, 0.76740
20.63, 42.288199, -71.359238, 15.13, 0.55417
20.69, 42.288191, -71.359239, 15.12, 0.76789
20.74, 42.288184, -71.359240, 15.09, 0.78475
20.80, 42.288177, -71.359241, 15.05, 0.93502
20.85, 42.288169, -71.359242, 15.04, 0.54164
20.91, 42.288162, -71.359243, 15.03, 0.73489
20.96, 42.288154, -71.359244, 15.01, 0.74995
21.02, 42.288147, -71.359245, 14.99, 0.55887
21.08, 42.288140, -71.359246, 14.98, 0.86441
21.13, 42.288132, -71.359247, 14.96, 0.66860
21.19, 42.288125, -71.359248, 14.93, 0.52873
21.24, 42.288118, -71.359249, 14.91, 0.63555
21.30, 42.288110, -71.359250, 14.90, 0.89477
21.35, 42.288103, -71.359251, 14.89, 0.93872
21.41, 42.288095, -71.359252, 14.88, 0.96723
21.47, 42.288088, -71.359253, 14.87, 0.63521
21.52, 42.288081, -71.359254, 14.86, 0.24610
21.58, 42.288073, -71.359255, 14.87, 0.46687
21.63, 42.288066, -71.359257, 14.87, 0.50935
21.69, 42.288059, -71.359257, 14.89, 0.44205
21.74, 42.288051, -71.359259, 14.90, 0.03909
21.80, 42.288044, -71.359260, 14.90, 0.30558
21.85, 42.288036, -71.359261, 14.92, 0.46881
21.91, 42.288029, -71.359262, 14.94, 0.62789
21.97, 42.288022, -71.359263, 14.94, 0.67192
22.02, 42.288014, -71.359264, 14.95, 0.32398
22.08, 42.288007, -71.359265, 14.99, 0.23824
22.13, 42.287999, -71.359266, 15.03, 0.23151
22.19, 42.287992, -71.359267, 15.04, 0.28643
22.24, 42.287984, -71.359268, 15.07, 0.20132
22.30, 42.287977, -71.359269, 15.09, 0.24463
22.36, 42.287969, -71.359270, 15.12, 0.25988
22.41, 42.287962, -71.359271, 15.12, 0.07023
22.47, 42.287954, -71.359272, 15.13, 0.19808
22.52, 42.287947, -71.359273, 15.16, 0.07051
22.58, 42.287939, -71.359274, 15.19, -0.13211
22.63, 42.287932, -71.359275, 15.21, 0.13811
22.69, 42.287924, -71.359276, 15.22, -0.24291
22.74, 42.287917, -71.359277, 15.23, -0.02808
22.80, 42.287909, -71.359278, 15.26, -0.16607
22.86, 42.287901, -71.359279, 15.28, -0.16408
22.91, 42.287894, -71.359280, 15.28, -0.23038
22.97, 42.287886, -71.359281, 15.29, -0.81019
23.02, 42.287879, -71.359282, 15.31, -0.04056
23.02, 42.287871, -71.359283, 15.32, -0.52242
23.08, 42.287864, -71.359284, 15.30, -0.48113
23.13, 42.287856, -71.359285, 15.30, -0.24394
23.19, 42.287849, -71.359286, 15.30, -0.18343
23.25, 42.287841, -71.359287, 15.29, -1.57140
23.30, 42.287833, -71.359288, 15.28, -1.03152
23.36, 42.287826, -71.359289, 15.22, -0.35078
23.41, 42.287819, -71.359290, 15.16, -0.31817
23.47, 42.287811, -71.359291, 15.13, -0.79220
23.52, 42.287804, -71.359293, 15.08, -0.53869
23.58, 42.287796, -71.359294, 15.03, -0.95271
23.63, 42.287789, -71.359295, 14.95, -0.57400
23.69, 42.287782, -71.359296, 14.91, -0.94675
23.75, 42.287775, -71.359297, 14.87, -0.85024
23.80, 42.287767, -71.359298, 14.84, -0.91005
23.86, 42.287760, -71.359299, 14.79, -0.70010
23.91, 42.287753, -71.359300, 14.77, -0.97035
23.97, 42.287746, -71.359301, 14.75, -0.51524
24.02, 42.287738, -71.359302, 14.72, -0.98466
24.08, 42.287731, -71.359303, 14.71, -0.78411
24.14, 42.287724, -71.359304, 14.69, -0.53508
24.19, 42.287717, -71.359305, 14.69, -0.66017
24.25, 42.287709, -71.359306, 14.68, -0.80919
24.30, 42.287702, -71.359306, 14.68, -0.70249
24.36, 42.287695, -71.359307, 14.69, -0.54800
24.41, 42.287687, -71.359308, 14.69, -0.34976
24.47, 42.287680, -71.359309, 14.69, -0.49582
24.52, 42.287673, -71.359310, 14.70, -0.45802
24.58, 42.287666, -71.359311, 14.70, -0.34196
24.64, 42.287658, -71.359312, 14.69, -1.40303
24.69, 42.287651, -71.359313, 14.72, -0.97719
24.75, 42.287644, -71.359314, 14.75, -0.41552
24.80, 42.287636, -71.359314, 14.78, -0.25290
24.86, 42.287629, -71.359315, 14.79, -0.19246
24.91, 42.287614, -71.359317, 14.84, -0.09012
25.02, 42.287607, -71.359318, 14.83, -0.37625
25.08, 42.287599, -71.359319, 14.85, -0.15931
25.14, 42.287592, -71.359320, 14.86, -0.07027
25.19, 42.287584, -71.359321, 14.87, -0.38379
25.25, 42.287577, -71.359321, 14.87, -0.14536
25.30, 42.287570, -71.359322, 14.89, 0.13720
25.36, 42.287562, -71.359323, 14.92, 0.03526
25.41, 42.287555, -71.359324, 14.94, -0.00441
25.47, 42.287547, -71.359325, 14.94, 0.13734
25.52, 42.287540, -71.359326, 14.94, 0.09113
25.58, 42.287532, -71.359327, 14.96, 0.34991
25.64, 42.287525, -71.359328, 14.97, 0.45228
25.69, 42.287517, -71.359328, 14.97, -0.17504
25.75, 42.287510, -71.359329, 14.99, 0.89463
25.80, 42.287503, -71.359330, 14.93, 1.29783
25.86, 42.287496, -71.359330, 14.84, -0.86238
25.91, 42.287488, -71.359331, 14.80, 1.80892
25.97, 42.287481, -71.359332, 14.81, 0.85571
26.03, 42.287474, -71.359333, 14.81, 0.05202
26.08, 42.287467, -71.359333, 14.80, 0.66830
26.14, 42.287459, -71.359334, 14.79, 1.12897
26.19, 42.287452, -71.359335, 14.74, 0.70174
26.25, 42.287445, -71.359336, 14.69, 0.43906
26.30, 42.287438, -71.359336, 14.68, 0.96561
26.36, 42.287430, -71.359337, 14.70, 0.70145
26.41, 42.287423, -71.359338, 14.68, 0.58409
26.47, 42.287416, -71.359339, 14.63, 0.72543
26.53, 42.287409, -71.359340, 14.58, 0.83544
26.58, 42.287402, -71.359341, 14.55, 0.60413
26.64, 42.287395, -71.359342, 14.53, 0.78330
26.69, 42.287388, -71.359342, 14.51, 1.00656
26.75, 42.287380, -71.359343, 14.49, 0.63763
26.80, 42.287373, -71.359344, 14.48, 0.26583
26.86, 42.287366, -71.359345, 14.48, 0.58970
26.91, 42.287359, -71.359346, 14.48, 0.84941
26.97, 42.287352, -71.359347, 14.46, 0.96939
27.03, 42.287345, -71.359348, 14.46, 0.87569
27.08, 42.287338, -71.359349, 14.48, 0.48975
27.14, 42.287330, -71.359350, 14.49, 0.22492
27.19, 42.287323, -71.359351, 14.48, 0.43934
27.25, 42.287316, -71.359352, 14.48, 0.51112
27.30, 42.287309, -71.359353, 14.47, 0.49535
27.36, 42.287302, -71.359354, 14.50, 0.44199
27.42, 42.287295, -71.359355, 14.52, 0.29262
27.47, 42.287288, -71.359356, 14.55, 0.21999
27.53, 42.287280, -71.359357, 14.58, 0.30259
27.58, 42.287273, -71.359358, 14.60, 0.28586
27.64, 42.287266, -71.359359, 14.63, 0.33369
27.69, 42.287259, -71.359360, 14.66, 0.34163
27.75, 42.287251, -71.359361, 14.71, 0.37992
27.80, 42.287244, -71.359362, 14.74, 0.48101
27.86, 42.287236, -71.359363, 14.77, 0.12045
27.92, 42.287229, -71.359364, 14.83, 0.05907
27.97, 42.287222, -71.359365, 14.86, 0.15387
